Filename,Message Size,MSE,PSNR,Output Filename
Rainier.bmp,11,3.509366801697531,42.678515974892605,Rainier_encoded_f1.jpg
Rainier.bmp,11,7.555298353909465e-06,99.34828741842354,Rainier_encoded_f1.png
Rainier.bmp,11,7.555298353909465e-06,99.34828741842354,Rainier_encoded_f1.bmp
Rainier.bmp,11,12.148593910751028,37.28554345661111,Rainier_encoded_f1.gif
Rainier.bmp,11,7.555298353909465e-06,99.34828741842354,Rainier_encoded_f1.tiff
Rainier.bmp,55727,3.5279132908950617,42.65562458373143,Rainier_encoded_f10.jpg
Rainier.bmp,55727,0.034859503600823044,62.707591624014036,Rainier_encoded_f10.png
Rainier.bmp,55727,0.034859503600823044,62.707591624014036,Rainier_encoded_f10.bmp
Rainier.bmp,55727,12.162264499742799,37.2806591683733,Rainier_encoded_f10.gif
Rainier.bmp,55727,0.034859503600823044,62.707591624014036,Rainier_encoded_f10.tiff
Rainier.bmp,60,3.509366801697531,42.678515974892605,Rainier_encoded_f2.jpg
Rainier.bmp,60,3.5525977366255144e-05,92.62534326092961,Rainier_encoded_f2.png
Rainier.bmp,60,3.5525977366255144e-05,92.62534326092961,Rainier_encoded_f2.bmp
Rainier.bmp,60,12.148609182098765,37.285537997330856,Rainier_encoded_f2.gif
Rainier.bmp,60,3.5525977366255144e-05,92.62534326092961,Rainier_encoded_f2.tiff
Rainier.bmp,247,3.509366801697531,42.678515974892605,Rainier_encoded_f3.jpg
Rainier.bmp,247,0.0001594650205761317,86.10414927623893,Rainier_encoded_f3.png
Rainier.bmp,247,0.0001594650205761317,86.10414927623893,Rainier_encoded_f3.bmp
Rainier.bmp,247,12.148631687242798,37.285529952088254,Rainier_encoded_f3.gif
Rainier.bmp,247,0.0001594650205761317,86.10414927623893,Rainier_encoded_f3.tiff
Rainier.bmp,422,3.509366801697531,42.678515974892605,Rainier_encoded_f4.jpg
Rainier.bmp,422,0.00026877572016460906,83.83690326675074,Rainier_encoded_f4.png
Rainier.bmp,422,0.00026877572016460906,83.83690326675074,Rainier_encoded_f4.bmp
Rainier.bmp,422,12.145436921296296,37.28667218087825,Rainier_encoded_f4.gif
Rainier.bmp,422,0.00026877572016460906,83.83690326675074,Rainier_encoded_f4.tiff
Rainier.bmp,1990,3.5098914930555556,42.677866702412956,Rainier_encoded_f5.jpg
Rainier.bmp,1990,0.0012429269547325104,77.18634754421556,Rainier_encoded_f5.png
Rainier.bmp,1990,0.0012429269547325104,77.18634754421556,Rainier_encoded_f5.bmp
Rainier.bmp,1990,12.148667052469136,37.28551730959428,Rainier_encoded_f5.gif
Rainier.bmp,1990,0.0012429269547325104,77.18634754421556,Rainier_encoded_f5.tiff
Rainier.bmp,3068,3.510050958076132,42.67766939373418,Rainier_encoded_f6.jpg
Rainier.bmp,3068,0.0019084362139917695,75.3240271184312,Rainier_encoded_f6.png
Rainier.bmp,3068,0.0019084362139917695,75.3240271184312,Rainier_encoded_f6.bmp
Rainier.bmp,3068,12.148739711934157,37.285491335131226,Rainier_encoded_f6.gif
Rainier.bmp,3068,0.0019084362139917695,75.3240271184312,Rainier_encoded_f6.tiff
Rainier.bmp,3418,3.510003375771605,42.67772826715968,Rainier_encoded_f7.jpg
Rainier.bmp,3418,0.002026588220164609,75.06314846944281,Rainier_encoded_f7.png
Rainier.bmp,3418,0.002026588220164609,75.06314846944281,Rainier_encoded_f7.bmp
Rainier.bmp,3418,12.148693254886831,37.285507942679295,Rainier_encoded_f7.gif
Rainier.bmp,3418,0.002026588220164609,75.06314846944281,Rainier_encoded_f7.tiff
Rainier.bmp,5060,3.510246592078189,42.677427344826754,Rainier_encoded_f8.jpg
Rainier.bmp,5060,0.003143164866255144,73.15713199504475,Rainier_encoded_f8.png
Rainier.bmp,5060,0.003143164866255144,73.15713199504475,Rainier_encoded_f8.bmp
Rainier.bmp,5060,12.148956725823044,37.285413757460695,Rainier_encoded_f8.gif
Rainier.bmp,5060,0.003143164866255144,73.15713199504475,Rainier_encoded_f8.tiff
Rainier.bmp,25872,3.517374614197531,42.668617360213105,Rainier_encoded_f9.jpg
Rainier.bmp,25872,0.01613747427983539,66.05244797778373,Rainier_encoded_f9.png
Rainier.bmp,25872,0.01613747427983539,66.05244797778373,Rainier_encoded_f9.bmp
Rainier.bmp,25872,12.154852912808641,37.28330653101314,Rainier_encoded_f9.gif
Rainier.bmp,25872,0.01613747427983539,66.05244797778373,Rainier_encoded_f9.tiff
